"business_id","name","neighborhood","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes__AgesAllowed","attributes__AcceptsInsurance","attributes","attributes__Alcohol","attributes__Ambience","attributes__BYOB","attributes__BYOBCorkage","attributes__BestNights","attributes__BikeParking","attributes__BusinessAcceptsBitcoin","attributes__BusinessAcceptsCreditCards","attributes__BusinessParking","attributes__ByAppointmentOnly","attributes__Caters","attributes__CoatCheck","attributes__Corkage","attributes__DogsAllowed","attributes__DriveThru","attributes__GoodForDancing","attributes__GoodForKids","attributes__HairSpecializesIn","attributes__GoodForMeal","attributes__HappyHour","attributes__HasTV","attributes__Music","attributes__NoiseLevel","attributes__Open24Hours","attributes__OutdoorSeating","attributes__RestaurantsAttire","attributes__RestaurantsCounterService","attributes__RestaurantsDelivery","attributes__RestaurantsGoodForGroups","attributes__RestaurantsPriceRange2","attributes__RestaurantsReservations","attributes__RestaurantsTableService","attributes__RestaurantsTakeOut","attributes__Smoking","attributes__WheelchairAccessible","attributes__WiFi","categories","hours","hours__Monday","hours__Tuesday","hours__Wednesday","hours__Thursday","hours__Friday","hours__Saturday","hours__Sunday"
"nmworFdhhS0VN5h07FvHvQ","Meshi","","1177 11 Avenue SW","Calgary","AB","T2R 0G4","51.0430843","-114.0885793","4.5","11","1","","","","","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","","","","True","","","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","","","","True","","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}","","False","","quiet","","False","casual","","False","False","2","True","True","True","","","no","Restaurants, Sushi Bars, Japanese","null","","","","","","",""
"dYo5kYQg4PMC6a-Qy3gS7Q","Crown Spa Hotel","","Esplanade","Scarborough","NYK","YO11 2AG","54.2767330303","-0.39958789","4.0","3","1","","","","","","","","","","","True","","","","","","","","","","","","","","","","","","","","","","3","","","","","","paid","Event Planning & Services, Hotels & Travel, Hotels","","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"xVpamVjKGDRTGv5BeRG5Cw","Ferguson Bath, Kitchen, & Lighting Gallery","South End","2000 South Blvd","Charlotte","NC","28203","35.2092456","-80.8607013","3.0","8","0","","","","","","","","","True","","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","","","","","","","","","","","","","","","","","3","","","","","True","","Home Decor, Home Services, Appliances, Shopping, Home & Garden, Kitchen & Bath, Building Supplies","","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","10:0-17:0","0:0-0:0"
"1uESymiRIDRMSIlEZ9kFHw","Absolute Therapy Massage","","16624 E Palisades Blvd","Fountain Hills","AZ","85268","33.6094708","-111.7213141","5.0","3","1","","False","","","","","","","True","False","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","True","","","","","","","","","","","","","","","","","","","","","","","","","False","","Massage Therapy, Reflexology, Reiki, Health & Medical, Beauty & Spas, Massage","","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0","10:0-20:0","","15:0-21:0"
"5Y71CQYj1PTw9w0c0YsxTA","VOM FASS","","3248 University Ave","Madison","WI","53705","43.0755448","-89.4429998","4.5","28","1","","","","","","","","","False","","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","False","","","","","","","","","","","","","","","","","","","2","","","False","","True","","Specialty Food, Ethnic Food, Beer, Wine & Spirits, Food, Health Markets, Herbs & Spices","","10:0-19:0","10:0-19:0","10:0-19:0","10:0-19:0","10:0-19:0","10:0-19:0","10:0-17:0"
"GQixeb9J_ZiISaHrFKVppQ","Buy Gitomer","South End","310 Arlington Ave, Ste 329","Charlotte","NC","28203","35.216592","-80.853049","5.0","3","1","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Shopping, Electronics","null","","","","","","",""
"Q9v3zXGR2TduAKzn5B1BhQ","Summerlin Dermatology","Westside","8310 W Sahara Ave","Las Vegas","NV","89117","36.1441871","-115.2726746","4.0","132","1","","True","","","","","","","True","False","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","True","","","","","","","","","","","","","","","","","","","","2","","","","","True","","Medical Centers, Skin Care, Health & Medical, Medical Spas, Dermatologists, Doulas, Beauty & Spas, Doctors","","8:30-17:0","8:30-17:0","8:30-17:0","8:30-17:0","8:30-17:0","",""
"8HK_pj0_EJUykVAD4zHa5w","Spices East Indian Dining","","19369 Sheriff King Street, Unit 506","Calgary","AB","T2X 0G2","50.8793146","-114.0729934","3.5","6","1","","","","","","","","","","","","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","","","","","","","","","","","","False","","","","True","","","","","","","","Indian, Restaurants","null","","","","","","",""
"G4TJIm3bho3Hb3K2usIo4Q","Brooklyn Furniture Importers","","3742 Bathurst Street","Toronto","ON","M3H 3M4","43.7367236","-79.4341663","3.5","6","1","","","","","","","","","","","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","","","","","","","","","","","","","","","","","","","","2","","","","","","","Shopping, Mattresses, Home & Garden, Baby Gear & Furniture, Furniture Stores","null","","","","","","",""
"9UQOswnKg6maprhgBtMUVg","Allure Dental","","3910 W Ann Rd","North Las Vegas","NV","89031","36.2617683","-115.19221","5.0","3","1","","True","","","","","","","","","True","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","Dentists, Health & Medical, General Dentistry","","9:0-18:0","9:0-18:0","9:0-18:0","9:0-18:0","9:0-18:0","14:0-18:0",""
"2uciB15ajUrIrdvVrx4n3A","Embroidery LV","Southeast","1888 Silver Breeze Ave","Las Vegas","NV","89183","36.013024","-115.126224","5.0","23","1","","","","","","","","","True","","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","","","","","","","","","","","","","","","","","","","1","","","","","False","","Screen Printing/T-Shirt Printing, Screen Printing, Sewing & Alterations, Shopping, Local Services, Wholesale Stores, Embroidery & Crochet, Arts & Crafts","","9:0-18:0","9:0-18:0","9:0-18:0","9:0-18:0","9:0-18:0","",""
"n7VRmitCA8FCb9SEkRm5Fw","Superstar Movers","","5135 Camino Al Norte, Ste 250","North Las Vegas","NV","89031","36.2534463","-115.1539988","3.0","16","1","","","","","","","","","","","True","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","Movers, Packing Services, Home Services","","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","",""
"AAcaGYggq4RBbFdEueB2qw","Green Valley Grocery","Spring Valley","6875 W Russell Rd","Las Vegas","NV","89118","36.0844482","-115.2421295","5.0","3","1","","","","","","","","","False","","True","","","","","","","","","","","","","","","","","","","","","","2","","","","","True","","Food, Convenience Stores","","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"pohAeCMsGb8p4dv6I_m-Kg","7-Eleven","Northwest","4728 W Craig Rd","North Las Vegas","NV","89032","36.2393409071","-115.207055658","4.0","4","1","","","","","","","","","True","","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","False","","","","","","","","","","","","","","","","","","","1","","","True","","","","Coffee & Tea, Automotive, Convenience Stores, Gas Stations, Food","","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"8zrR9vWoheGC2Vx08DDwcg","Sound Central","Plateau-Mont-Royal","4486  Rue Coloniale","Montréal","QC","H2W 2C7","45.5208175","-73.585413","5.0","7","1","","","","","","","","","True","","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","","","","","","","","","","","","","","","","","1","","","","","","","Vinyl Records, Books, Mags, Music & Video, Shopping, Electronics, Music & DVDs","","11:0-19:0","11:0-19:0","11:0-19:0","11:0-21:0","11:0-21:0","11:0-19:0","12:0-19:0"
"wHUru-79ExNRanJtwZEYeA","Wizard World Comic Con Pittsburgh","Strip District","1000 Fort Duquesne Blvd","Pittsburgh","PA","15222","40.446578","-79.99496","2.0","4","1","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Festivals, Arts & Entertainment","null","","","","","","",""
"xxGO2bwU02mip8W_lYjtYA","Swiss Chalet Rotisserie & Grill","","18195 Yonge St","East Gwillimbury","ON","L3Y 4V8","44.0715414","-79.481693","2.0","5","0","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","American (Traditional), Restaurants, Canadian (New), Comfort Food","","11:30-22:0","11:30-22:0","11:30-22:0","11:30-22:0","11:30-22:0","11:30-22:0","11:0-21:30"
"ZP_1K8uC-YGbdPQ0KfNJog","Folly Brewpub","Dufferin Grove","928 College Street","Toronto","ON","M6H 1A4","43.6537193","-79.4258332","4.0","24","1","","","","full_bar","","","","","True","","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","False","False","","False","","","True","","","False","True","","","","False","casual","","False","True","2","True","True","False","no","False","free","Brewpubs, Gastropubs, Nightlife, Food, Bars, Breweries, Restaurants","","16:0-0:0","16:0-0:0","16:0-0:0","16:0-0:0","16:0-2:0","16:0-2:0","11:0-19:0"
"Zh6fxrqsKqdSVmTK3roxBQ","Triumph Property Management","Summerlin","911 North Buffalo Dr, Ste 202","Las Vegas","NV","89128","36.1819495","-115.2614861","1.5","66","1","","","","","","","","","","False","False","","True","","","","","","","","","","","","","","","","","","","","","","","","","","","Handyman, Property Management, Home Services, Gay Bars, Lawyers, Real Estate, Land Surveying, Real Estate Law, Real Estate Services, Nightlife, Professional Services, Bars","","9:0-18:0","9:0-18:0","9:0-18:0","9:0-18:0","9:0-18:0","","8:0-17:0"
"yCZloiYdQop0PJ5tfNyfsw","Nikam Development Company","Spring Valley","9159 W Flamingo, Ste 104","Las Vegas","NV","89147","36.1142441","-115.2918073","5.0","5","1","","","","","","","","","","False","True","","True","","","","","","","","","","","","","","","","","","","","","","","","","","","Home Services, Shopping, Electricians, Contractors, Flooring, Plumbing, Damage Restoration, Roofing, Kitchen & Bath, Home & Garden","","7:30-20:0","7:30-20:0","7:30-20:0","7:30-20:0","7:30-20:0","","7:30-20:0"
"sOkQ2Y1-D8h18oN5NgxuLg","Haddies Car Wash and Convenience store","Spring Valley","9920 West Flamingo Rd","Las Vegas","NV","89147","36.1152212","-115.3090169","5.0","9","1","","","","","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","","","","","","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","","","","","","","","","","","","","","","False","","2","False","","False","","","","Car Wash, Delis, Convenience Stores, Food, Restaurants, Automotive","","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"p7vvL9T6iXiL7c9I2gPGEA","Lindt Boutique Toronto - The Path","Financial District","130 King Street W, Units CL5, CL6, CL7","Toronto","ON","M5X 1A9","43.64842","-79.3819","4.0","7","1","","","","","","","","","False","","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","","","","","","","","","","","","","","","","","2","","","True","","","","Specialty Food, Candy Stores, Chocolatiers & Shops, Food, Desserts","","8:0-18:0","8:0-18:0","8:0-18:0","8:0-18:0","8:0-18:0","",""
"DpUuxYAS1NSbz7JOZwdA3A","Vegas Fitness","Southeast","6325 E Russell Rd, Ste 109","Las Vegas","NV","89122","36.0830847684","-115.032591268","3.0","16","0","","","","","","","","","True","","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","False","","","","False","","","False","","","","","","","","","","","","","","","","","","True","","Active Life, Weight Loss Centers, Gyms, Health & Medical, Education, Specialty Schools, Fitness & Instruction, Trainers","","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"TpptivW9DXAoHo2JxK1Ssg","Sadaf Cleaners & Alterations","Lorne Park","1200 Vanier Drive, Suite 7","Mississauga","ON","L5H 4C7","43.5424883","-79.6267698","5.0","10","1","","","","","","","","","True","","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","","","","","","","","","","","","","","","","","","","","2","","","","","","no","Dry Cleaning & Laundry, Laundry Services, Sewing & Alterations, Local Services","","9:0-19:0","9:0-19:0","9:0-19:0","9:0-19:0","9:0-19:0","9:30-17:0",""
"dojDJwYR8e-qdjgTYU_qGg","One More Tea","Ville-Marie","277 Rue de la Commune E","Montréal","QC","H2Y 1J2","45.5080907","-73.551814","4.0","4","1","","","","","","","","","True","","","","","","","","","","","","","","","","","","","","","","","","1","","","True","","","","Bubble Tea, Food","","12:0-22:0","12:0-22:0","12:0-22:0","12:0-22:0","12:0-23:0","12:0-23:0","12:0-22:0"
"xS5Tg_H9GBEyOTWl9JwhvA","Latin World","Bloordale Village","1229 Bloor Street W","Toronto","ON","M6H 1N6","43.6586437","-79.4408403","4.0","25","1","","","","beer_and_wine","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","","","","True","","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","True","","","","","","True","","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}","","True","","average","","False","casual","","False","False","2","True","True","True","","","free","Restaurants, Specialty Food, Food, Latin American, Ethnic Food, Imported Food","","9:0-21:0","9:0-21:0","9:0-21:0","9:0-21:0","9:0-21:0","9:0-21:0","9:0-21:0"
"YSBOJuLA70d6s1fAWBjbAA","Galaxy T&T","Bloordale Village","1227A Bloor Street West","Toronto","ON","M6H 1N6","43.6586622","-79.4407564","5.0","5","1","","","","","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","","","","","","","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","","","","","","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}","","","","quiet","","","","","","","1","","","True","","","","Specialty Food, Sandwiches, Juice Bars & Smoothies, Restaurants, Food, Fruits & Veggies, Vietnamese","null","","","","","","",""
"-0qqsy04kcYdXH3DOciaZw","Eagle Crest Golf Course","Summerlin","2203 Thomas W Ryan Blvd","Las Vegas","NV","89134","36.2008111","-115.3337749","4.0","30","1","","","","","","","","","True","","","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","","","","False","","","","","","","","","","","","","","","","","","","","Active Life, Golf","null","","","","","","",""
"EjypAFLWk7k5gk4ebPJANQ","West Valley Naturopathic Center","","1646 N Litchfield Rd, Ste 200","Goodyear","AZ","85395","33.4652582145","-112.358536097","4.0","9","1","","False","","","","","","","","","True","","True","","","","","","","","","","","","","","","","","","","","","","","","","","","Psychologists, Counseling & Mental Health, Naturopathic/Holistic, Doctors, Acupuncture, Family Practice, Health & Medical, Medical Centers","","8:30-17:0","8:30-17:0","8:30-17:0","8:30-17:0","8:30-16:0","",""
"EBzr465prEffkpmE8Mk5AA","Polish'd Nail Bar","Financial District","Adelaide Centre, 130 Adelaide St West Concourse Level","Toronto","ON","M5H 3P5","43.649592","-79.383394","2.5","7","1","","","","","","","","","False","","","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","True","","","","","","","","","","","","","","","","","","","","3","","","","","","","null","","7:0-19:0","7:0-19:0","7:0-19:0","7:0-19:0","7:0-19:0","",""
"RQOorijTwEMC7G7MizzUAA","Integrity Air Conditioning & Heating","","2250 E Rose Garden Lp","Phoenix","AZ","85024","33.6778883","-112.0345493","4.0","16","1","","","","","","","","","","","True","","True","","","","","","","","","","","","","","","","","","","","","","","","","","","Home Services, Heating & Air Conditioning/HVAC","","7:0-16:0","7:0-16:0","7:0-16:0","7:0-16:0","7:0-16:0","",""
"4qSb9hR5F4D_dq31FJVj8w","Rossini Restaurant","","1988 Avenue Road, 2nd Floor","North York","ON","M5M 4A4","43.7353871","-79.4202155","3.0","21","1","","","","full_bar","{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","","","","True","","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","True","","","","","","True","","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}","","False","","average","","True","casual","","False","True","2","True","True","True","","False","no","Restaurants, Italian, Pizza","","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0"
"YJ6co6ywD4OeftiVIiJMKQ","Papa Sammy's Pizza","","140 E Central Ave","Mount Holly","NC","28120","35.29668","-81.014259","4.5","49","1","","","","beer_and_wine","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","","","","True","","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","False","","","","","","True","","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}","","True","","quiet","","False","casual","","False","True","2","False","True","True","","True","free","Restaurants, Pizza","","17:0-21:0","11:0-20:0","11:0-20:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-15:0"
"GWpKZSrf3kO25vby0Y8NXg","Valencia Park Apartments by ConAm Management","","5104 E Van Buren St","Phoenix","AZ","85008","33.4520613","-111.9725943","2.5","15","1","","","","","","","","","","","True","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","Real Estate, Apartments, Home Services","","9:0-18:0","9:0-18:0","9:0-18:0","9:0-18:0","9:0-18:0","10:0-17:0","10:0-17:0"
"Ksk5cLav4OtbUtpRGp5b4g","India's Cafe & Kitchen","","5549 Ridge Rd","Cleveland","OH","44129","41.410567","-81.7342552","4.0","17","1","","","","none","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","","","","False","","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","True","","","","","","True","","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}","","False","","quiet","","False","casual","","False","True","2","False","","True","","","no","Restaurants, Indian","","","17:30-21:30","17:30-21:30","17:30-21:30","17:30-21:30","12:0-21:0","12:0-20:0"
"A6VyAvF5jNYTK3WivFsJSg","Semi Fast Food Korean Restaurant","Cooksville","2580 Shepard Avenue","Mississauga","ON","L5A 4K3","43.5803645","-79.6146305","4.5","13","1","","","","none","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","","","","False","","False","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","","","","True","","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}","","False","","average","","False","casual","","False","True","1","False","False","True","","","no","Korean, Japanese, Restaurants","null","","","","","","",""
"rreIYrzI9U052p7nN_qogA","Pittsburgh Poke","Downtown","500 Liberty Ave","Pittsburgh","PA","15222","40.4413212","-80.0035143","4.5","94","1","","","","none","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","","","","True","","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","True","","","","","","True","","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}","","False","","average","","False","casual","","False","False","2","False","False","True","","","no","Sushi Bars, Food, Thai, Poke, Japanese, Restaurants","","11:0-19:0","11:0-19:0","11:0-19:0","11:0-19:0","11:0-19:0","11:0-19:0",""
"4HumitPjf9wG64pDraNjyA","Fifth Avenue Auto Haus Volkswagen","","1120 Meridian Road NE","Calgary","AB","T2A 2N9","51.0623","-114.0010681","3.0","10","1","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Auto Repair, Car Dealers, Automotive","","7:0-20:0","7:0-20:0","7:0-20:0","7:0-20:0","7:0-17:30","8:0-17:30",""
"RBSM11yZ5X-oi_mFULZH_w","Dress Code by Ciao Bella","Downtown Core","462 Yonge Street","Toronto","ON","M4Y","43.6618003845","-79.383605957","2.0","3","1","","","","","","","","","","","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","","","","","","","","","","","","","","","","","2","","","","","","","Women's Clothing, Fashion, Shopping","null","","","","","","",""
"eva56motCJcevOwKzyQO1g","Schenley Park Visitors Center","Oakland","101 Panther Hollow Rd","Pittsburgh","PA","15213","40.4375406448","-79.9488830566","5.0","12","1","","","","","","","","","True","","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","","","","","","True","","","","","","","","","","","","","","","","","","True","","Cafes, Hotels & Travel, Swimming Pools, Travel Services, Hiking, Playgrounds, Local Services, Skating Rinks, Beaches, Visitor Centers, Restaurants, Tennis, Community Service/Non-Profit, Parks, Active Life","","6:0-23:0","6:0-23:0","6:0-23:0","6:0-23:0","6:0-23:0","6:0-23:0","6:0-23:0"
"mHdichTxwzXI7n7lWNCj0Q","iTech Wireless","","2019 Avenue Road","Toronto","ON","M5M 4A5","43.7354496","-79.4198638","3.5","5","1","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IT Services & Computer Repair, Mobile Phone Repair, Local Services","","10:30-20:0","10:30-20:0","10:30-20:0","10:30-20:0","10:30-17:0","","11:0-18:0"
"AK8b_5FfxiSyAlaJJjW1fg","Fantasy European Jewellery","Etobicoke","3048 Bloor Street W","Etobicoke","ON","M8X 1C4","43.647171","-79.5128708","3.5","3","1","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Jewelry, Shopping","","10:0-18:0","10:0-18:0","10:0-18:0","10:0-18:0","10:0-18:0","10:0-17:0",""
"t4MDNFsoxRgbffHkXtXvOw","Mattys Mobile Valeting and Detailing","","Seamer Road","Scarborough","NYK","YO12","54.2654721","-0.4165158","4.0","4","1","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Professional Services, Car Wash, Automotive, Auto Detailing, Office Cleaning","","9:0-18:0","9:0-18:0","9:0-18:0","9:0-18:0","9:0-18:0","9:0-18:0",""
"sh69ApUyPhAltAMpv5vX3w","Barrio Cafe Gran Reserva","","1301 W Grand Ave, Ste 1","Phoenix","AZ","85007","33.4573881","-112.0897301","4.5","117","1","","","","full_bar","{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","","","","True","","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","False","","","","","","False","","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}","","False","","average","","False","casual","","False","False","2","True","True","False","","","no","Mexican, Restaurants","","","17:0-22:0","17:0-22:0","17:0-22:0","17:0-22:30","17:0-22:30","17:0-21:0"
"WTNE5vY_YK9iaO_B6yKBNQ","Volume Hair Studio","","19 S 10th Ave","Phoenix","AZ","85007","33.4473709","-112.085531","5.0","3","1","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hair Stylists, Hair Removal, Beauty & Spas, Hair Extensions, Waxing, Hair Salons","","","9:0-20:0","9:0-20:0","9:0-20:0","9:0-18:0","9:0-16:0",""
"5T6kFKFycym_GkhgOiysIw","La Banquise","Plateau-Mont-Royal","994 Rue Rachel E","Montréal","QC","H2J 2J3","45.525304","-73.574703","4.0","1565","1","","","","beer_and_wine","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","","","","True","","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","False","","","","","","True","","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}","","False","","loud","","True","casual","","False","True","2","False","True","True","","False","no","Poutineries, Restaurants, Diners","","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"ITy0inRPpnKa_4ent9Y0oA","Dr. Scott Gillanders","Church-Wellesley Village","2 Carlton Street","Toronto","ON","M5B 1J3","43.6616782","-79.3828415","5.0","3","1","","","","","","","","","","","","","True","","","","","","","","","","","","","","","","","","","","","","","","","","","Dentists, General Dentistry, Health & Medical","null","","","","","","",""
"WmY_00qgoiHDQydppWeJlQ","Gentle Dental","","6601 Rural Rd, Ste 1","Tempe","AZ","85283","33.361167","-111.9281352","2.5","23","1","","True","","","","","","","","","True","","True","","","","","","","","","","","","","","","","","","","","","","","","","","","Dentists, General Dentistry, Periodontists, Health & Medical","null","","","","","","",""
"OyJDaAAMr220qkZsovCARQ","Starbucks","","751 N Rancho Dr, Ste 110","Las Vegas","NV","89106","36.1782272","-115.1771494","3.0","49","1","","","","","","","","","True","","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","False","False","","","","","","","","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}","","","","","","True","","","False","","1","","","True","","","free","Food, Coffee & Tea","","4:30-20:0","4:30-20:0","4:30-20:0","4:30-20:0","4:30-20:0","4:30-20:0","4:30-20:0"
"Eurlf_tYXQABim-jhXYuVw","Mandalay Restaurant","Scarborough","3478 Lawrence Avenue E","Scarborough","ON","M1H 1A9","43.7598602","-79.2274924","4.0","9","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","True","3","","","True","","","","Restaurants, Asian Fusion, American (New)","null","","","","","","",""
"fHjdZOd_c2gpZnjCec9reQ","Madame Thai","","361 Rue Saint-Charles O","Longueuil","QC","J4H 1E7","45.5366615","-73.5128006","4.0","4","1","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Thai, Restaurants","null","","","","","","",""
"2Zjr-wXPQJfw1Ew_ez8i0Q","Bavarian Deli","","2000 Hwy 160 W","Fort Mill","SC","29708","35.038184","-80.97804","5.0","6","0","","","","beer_and_wine","","","","","","","True","","","True","","","","","","True","","","","","","average","","","","","","","1","False","False","","","","","Restaurants, German, Ethnic Food, Specialty Food, Food, Grocery","","","9:0-18:0","9:0-18:0","9:0-18:0","9:0-18:0","9:0-18:0",""
"C4eRHCr7u-cv8B7OaMQKsg","Quickies Mobile Foods","","","Phoenix","AZ","85001","33.4499672","-112.0702225","5.0","3","0","","","","none","","","","","False","False","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","True","","","True","","","True","","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}","","False","","","","True","","","False","True","1","False","False","True","","True","no","Mexican, Breakfast & Brunch, Sandwiches, Event Planning & Services, Food Trucks, Restaurants, Food, Caterers","","4:30-2:0","4:30-2:0","4:30-2:0","4:30-2:0","4:30-2:0","4:30-2:0","4:30-2:0"
