"","user_id","name","review_count","useful","funny","cool","fans","average_stars"
"1751","JGjtkOtTs8oFg0AhAeyPVA","Rannie",68,61,18,13,7,3.75
"1752","PWtqViJk7i-ahoW8jz-zeA","Brad",4,0,0,0,0,1.25
"1753","mu6xEHThck91bAyD38XuZQ","kizzi2",55,0,0,0,0,4
"1754","f59f2MbYILQznPvc9iBDog","James",27,2,1,0,0,3.3
"1755","oYYxqbRWb92oBajOQP8NlA","Athena",17,6,2,0,0,3.47
"1756","yIo2meltSnMdfwIPds4SOQ","genusskritike",1,0,0,0,0,4
"1757","YZtT78f32jBlkpZRBQ_Hig","Katrio",37,0,0,0,0,3.97
"1758","2aeOSo1XgnjX67OtLsq5Ug","Kylie",1,0,0,0,0,1
"1759","nbRtCDKLfSLpu5cWxRSnbA","James",5,0,0,0,0,4.4
"1760","A4niYZzJaN-8eyAci2CWjw","Denise",2,1,0,0,0,5
"1761","JkF-wpKCG2BMsuMcstCnnA","Jessica",5,1,0,0,0,4.8
"1762","SB8bfDWYdqkcBqX9WCFMYA","Bryce",5,2,2,0,0,5
"1763","tRDfahuMWWteTl0_b_SW4g","Cathy",20,63,18,2,0,3.71
"1764","0zFHi4vpL2M5ipW4YWUvQQ","Cody",1,0,0,0,0,5
"1765","CtmiU_l7pE5qnwdb8rry2g","Lucia",3,0,0,0,0,5
"1766","YrTjpYp9zdU_9hEIcDXzWQ","Earth",25,24,0,0,0,3.36
"1767","FsHNW2dWa0PmvqINJ8P9-Q","J",3,0,0,0,0,4.67
"1768","2ReQY7V9QZiRv9eLUE1ZeA","Shawn",1,0,0,0,0,1
"1769","ezIrkIcg2UG4xI7PmQtaDA","Nii",7,0,0,0,0,4.71
"1770","ol_p6-dF0YrazWeJLZHPDg","George",16,5,3,1,0,1.76
"1771","n3Xpjf4hvgPuA07mm5iLJw","Kara",6,0,0,0,0,3.17
"1772","5b3TZIuS1DIs4aMrp-rPYw","Sue",1,0,0,0,0,1
"1773","Z-1fGtxCaLEAUozKUL9JZQ","Patrick",1,0,0,0,0,5
"1774","wpPPikiDswezzua90e6ODA","Sherri",13,4,0,0,1,2.91
"1775","9dkUG7TKAti9FEDHNM7iQA","Lisa",5,0,1,0,0,3.8
"1776","PBxIWrtUXFyMgUmukNUo3g","A",13,3,4,0,0,3.92
"1777","O-bDTFXWYK0Rs7vrBNbGQQ","JaJa",7,0,0,0,0,4.86
"1778","WVxud7Ng3GBTi8RaxabF7Q","Jane",6,0,1,0,0,3
"1779","iWC68p0O4dHbH1c31UD_Pg","S.",8,0,0,0,0,5
"1780","y15VLzWckVJCIMlEK7NkoQ","James",1,0,0,0,0,3
"1781","9Dxml_eiUSBwSKp4dZZBAQ","Casey",8,0,0,0,2,3.33
"1782","AU_NE84oKjB48MgbDVQO3g","E.",10,0,0,0,0,4.18
"1783","JxI8goN2Sf_eIqmvC78bjA","Anna",8,0,0,0,0,5
"1784","utymPwB_ESYxPzgz7Yh-IA","WeeF",24,0,0,0,0,3.04
"1785","XfzwgMfgsCVHAPw0kNOI_A","Amber",24,1,0,0,0,3.88
"1786","x4aybkfDAykDsQ-Ggl5FAw","Niki",2,2,0,0,0,2
"1787","C2hsdFnNl68TuQSm_LPiDg","BerndZeh",4,0,0,0,0,3.5
"1788","OEJDiVM4z8mjEillNs8NlA","Joanna",9,0,0,0,0,4.44
"1789","vVWxvcFz8lWVycdM3-evDQ","Grey",12,0,0,0,0,3.67
"1790","7rv0ATRzkPjBuw_tgehKLA","Lindsay",11,10,0,0,0,2.09
"1791","PljE-qTWqyk86xS19SaKtw","Tim",6,0,0,0,0,2.5
"1792","rheNlMnUHiJQysTSQqeapw","die_testerin3",0,0,0,0,0,2.64
"1793","oblT1TMsYYr6aNW28rCw_A","Bill",9,1,0,0,0,3.22
"1794","LCBQqVe_bEKJqmq-RCLgdg","Eugene",3,2,0,0,0,3.67
"1795","0FaMThRHuyZiP6h024LTFw","Chris",1,0,0,0,0,5
"1796","lZzDBWzyDBFbpHoUVk_ubw","Maribeth",12,40,5,0,0,3
"1797","Z31a4aEKJi_UKK8s8aF-bQ","Octavio",4,0,0,0,0,3
"1798","mrT_HyUglbY458YhUSxbMg","Alex",17,1,0,0,0,3.82
"1799","G-9FmAFf3J9NqhLjBpk8nQ","Hugh",3,0,0,0,1,5
"1800","1Ce_mIHfIeOK-opsbO9kuQ","Tim",87,75,24,34,13,4.09
"1801","rKfXiVORJOWKofiwHTzvrA","Conrad",93,123,39,99,8,4.55
"1802","BxV2pTVmYCW15gSZAPMFKQ","Ryan",192,9559,7724,9575,62,3.34
"1803","u47LXIdE3oSrFXn-V7LKQw","Ada",218,139,50,50,11,3.91
"1804","1KTOdG4HltlP5GwGD3jJ-w","Rudy",66,177,48,68,1,2.94
"1805","NOv_XacbNj2q6QrvsEaH3w","Mike",27,10,5,5,1,4.79
"1806","urSKn10Gvgm8FfJM1d-Mlw","Dianne",225,157,103,110,2,3.68
"1807","3o0ZG12BbHBn8UeT3NUxAw","Russa",36,80,79,70,19,4.1
"1808","n79o720Jm5dKQ673z58o9A","Pati",7,7,0,0,0,2.75
"1809","-UEfJuGd_suN11CyNU89mg","Kenny",3,0,0,0,0,5
"1810","Hk7n0zKhcrRwkvqgb_MQ3Q","Claudia",122,65,18,8,3,3.59
"1811","_EAIZdJH-cE8X7nOfRY18g","christian",19,1,0,0,1,4.52
"1812","Sg0TMTIkaBXYGKMbEI2VnQ","Larry",42,131,20,19,4,3.44
"1813","mndtZTV0LhUxLhBDpFIVSA","Lola",310,585,474,602,16,3.9
"1814","YGaTmQ8kRw7pICoMTnYC7A","Mandy",136,1,3,0,9,3.82
"1815","P9H9tCYvRBuaCUKraOOs0Q","Sid",70,5,2,1,3,3.9
"1816","N-om0Rd8PWC8gJP58HfD6w","Kaizad",3,1,0,2,0,2.67
"1817","J6OfNLrwR6wjJIZPuOlmIg","Joycelin",2,0,0,0,0,5
"1818","ywf1G9IvDLg_KytwLimFCw","Scott",390,144,109,165,18,3.62
"1819","4ARtF0gMTrhEeBLIR-3VHw","Melinda",120,17,9,0,7,3.86
"1820","mn_KE-TkvEaVuhIAlpHstA","Paige",1045,124,93,146,53,3.86
"1821","XQKIgS6XYJOZqidTAypr2A","Janet",255,365,225,211,23,4.27
"1822","0JIiQelaItruoV6F9pWHvw","Kate",86,75,31,24,5,3.7
"1823","QDZ7U3gcZap4MJrWzOWCPA","Katie",25,6,0,0,1,3.42
"1824","tXd1ouJ_kiqWSs9Y9bISgQ","Alex",10,1,1,0,0,4
"1825","YGlxqdYUz0XXaEhufs_aGA","David",19,46,5,1,1,2.74
"1826","qipPvsynUGd7Tgbvwr9EIg","M",91,173,3,2,0,3.99
"1827","iyaJsSMV5EkG0woveHhQ9w","Amy",13,1,0,0,0,4.31
"1828","Rv4pGX8uHp2GQs7lhauD9g","Meaghan",10,0,0,0,1,3.9
"1829","rImJ2gp9xFpSnuFZOVJ4Bg","Deborah",7,0,0,0,0,4.57
"1830","08LQ7ymS5FfVPsGLOUVsCQ","Tammy",7,0,0,0,0,4.43
"1831","-7pZrCq2q89-QXCBXwiepQ","BobtailP",47,0,0,0,0,4.11
"1832","TX-iZJqGRBk2ZoU_RFkP-w","Forrest",14,0,0,0,0,3
"1833","Mq_VJ3y1rxBgVHpmCz5egw","Emy",1,0,0,0,0,5
"1834","uv4pi4AkOnetwErS4-EfcQ","Nina",4,0,0,0,0,3
"1835","nD31IdXBtmg-W47DybMu5w","Carlo",10,37,2,1,0,3.3
"1836","ULAwhdJt6hGvHWAB7sWIgw","Don",3,0,0,0,0,4
"1837","7hCI4ktKyHodwi1vv9BH5g","Cathy",1,0,0,0,0,4
"1838","3LvIAHJ2RXMrOA4mre_IeQ","Lisa",6,22,5,1,0,3.5
"1839","s3ljOsDpNgvp95Igu3XkEQ","Laura",3,0,0,1,0,3.6
"1840","hTth3h8I_p6Gg6jpPeQeMQ","Jason",9,0,0,0,0,3.22
"1841","5TPSKQ7UwOe_GoyjhLQRdw","restaurantes",2,0,0,0,0,4
"1842","vsEJQWtc41-3ALr_NL138w","David",1,0,0,0,0,5
"1843","5J6vGRqFB0ny8xGz20XIgw","Caroline",5,0,0,0,0,4.2
"1844","CO3yYlj5_67DXW_DP9nx4A","Misy",1,0,0,0,0,1
"1845","XyGze3tkr5eB70SxszbW9w","Brigitte",3,0,0,0,0,2.67
"1846","zZzgP1FTYcJdzDzQQ84J3A","Kendall",1,0,0,0,0,5
"1847","4le4GDn25UkIlVqJDTgvnQ","Randie",2,1,0,1,0,3
"1848","_47bi9mCLhILGPeIExVSxQ","Elizabeth",2,0,0,0,0,5
"1849","T5HgybKlj1e7HRpIbXaDxQ","Chanel",2,3,1,1,0,5
"1850","J8slq0_aE63Yx0FgH-uL8g","Vivian",1,0,0,0,0,5
"1851","wHkA2GhVdSZcuOa9pjtgeA","Ryan",6,6,3,1,0,3.67
"1852","Caa5mEEoOZsMkN3MK5MmBQ","Ndeipi",14,1,0,0,0,3.07
"1853","ugSIAOFv9JmtTXqaE9YYzg","Thomas",10,0,0,0,0,2.83
"1854","PCRZf2kYjnQ2cqpeoKiROA","Jamie",8,0,0,0,0,2.7
"1855","4wN5SX08JEa7xQM7uaAyEw","Bev",6,0,0,1,0,2.86
"1856","8ewwIDu6o5CAmPLkbuNgTA","Mallory",1,0,0,0,0,5
"1857","5LpBnEGLAXdIL0Yl6Jxejg","s-je",1,0,0,0,0,5
"1858","avwFB2sfZ6UsbL7ZyqZERw","Leslie",4,0,0,0,0,4.8
"1859","djOEVmCYYmFN3UQJNyElAA","Sean",13,0,0,0,0,4.08
"1860","lhxOKaICuR-EXN6ojE1IfQ","Kristy",7,4,6,6,0,3.71
"1861","0614-vB0e7nAmHaczy8SCQ","Gerhard",6,1,0,0,0,2.33
"1862","2E4_3wxBaKhOuF8NFtkn3w","Jason",13,1,0,0,0,4.08
"1863","q0uuyN3GPBvXy3DrODxGUQ","Dave",13,1,1,0,1,4
"1864","hXJJzlIe4pKs3px3grVJ6w","Food truck critic",4,0,0,0,0,3.5
"1865","kgGZfl6WkZKPp8zieq-JSg","sara",2,0,0,0,1,5
"1866","2YijcW1zQN453BejCWiWww","Alexander",5,0,0,0,0,2.43
"1867","85Axwz5I1hMZVJ_DoEk3Eg","az-leckerbis",9,0,0,0,0,4.56
"1868","B3s83VxmMwffnEx9IMeNmA","Christophe",2,0,0,0,0,4.5
"1869","QZlGFj6oDcg2I1tLV3M-WA","Tom",2,0,0,0,0,3
"1870","vAngcztm7v2gKJicrECHLA","Jennifer",9,3,2,0,0,3.89
"1871","5gEY9DDkhPhxixJwZg8ttA","Sarinc",6,0,0,0,0,4.33
"1872","aC1xGep_n8cbI1JyFn4UfQ","Denise",24,0,0,1,0,3.83
"1873","iWl2Vj3NJB0dNgNamER8GA","bundeskriti",6,0,0,0,0,4.17
"1874","Vcwib4iW9Pw15ylkRZfmIg","Chad",6,0,0,0,1,2.83
"1875","zozaA3w6sjKoaAAoe-eCKg","Karlee",4,0,0,0,0,4
"1876","61_OQlbSkp3zahsBtR2Awg","Brie",1,0,0,0,0,5
"1877","fOHQ_SQ5-bsWyS9csPQ5oQ","Roaalee",2,1,0,0,0,5
"1878","b1Uo2eAhPG8_Y5WpiM6HsQ","Crandall",9,9,0,2,0,3.56
"1879","UQvJack5uwZAB4r6RZDpkA","Jess",4,0,0,0,0,4.5
"1880","3zJyqHn-kB1tTD4DX0rpkg","Tara",2,5,0,0,0,5
"1881","lZwXzYN-i5nMuhy51qC62g","V",17,1,0,0,0,3.5
"1882","22NfGS09YnlNNa47jsieRQ","Chris",2,0,0,0,0,3
"1883","iCVu6DIQrtZbjrW7SpFsnw","Bridget",4,0,0,0,1,4.25
"1884","STdq6TzDVyHFtBLeDsaX9g","Bob",10,0,0,1,0,3.4
"1885","JXg6oB80NPl7sAjjmB2v-w","K",6,0,0,0,0,4
"1886","btk3ZCxMwLxVU5iQNJ8JNA","Christine",59,3,5,0,4,3.54
"1887","To7EBxWC-Yz011V2-tdTvA","laura",594,1984,2024,2165,911,4.11
"1888","RxsONn-lcgCOhh1Z-2v-4Q","Heather",155,1,5,0,8,4.06
"1889","E_1rVCWq4NgbXhEjMC651Q","Taylor",605,76,60,15,40,3.43
"1890","yzwOcVyWuXQpmDlPXWw0Mw","Catherine",185,14,11,7,11,2.84
"1891","srFZ0_Q7ktL5USL63yzrHQ","Samantha",129,102,94,233,9,4.01
"1892","uLyYgccQnVdNT65JXCZyMA","Davon",23,17,5,4,1,3.04
"1893","QoK--WV3El_zK4CjyQ5PhQ","Alexis",24,1,1,0,0,4.42
"1894","u8ipkF_PwdoybLOz4v-p3Q","Joe",331,3,1,1,13,3.68
"1895","e3jav1lBZRKP2iaCYHJHPQ","Sophie",56,1,0,0,1,3.34
"1896","hx4_GngWpI4n5_wQx7tmfA","Joshua",283,65,7,5,36,4.02
"1897","nGoKau64-PtetuzfcRW3jA","mark",309,181,27,25,5,3.26
"1898","BmipmKVTx37gpfPzK7eU4A","Kirstin",315,189,121,73,27,3.95
"1899","1wL7kwIOsz2so197QUYWog","Roger",42,1,1,0,0,2.6
"1900","fi38ETFUNBBndrkKqLqUtA","Tina",148,144,47,55,13,3.82
"1901","dM44l_t0nxuge7pxDBpuHA","Mariam",26,0,0,0,0,4.03
"1902","zfP7JESA_WfKvNQzYJDa7g","Colin",108,244,9,2,1,4.44
"1903","gejiDBSDt1jt7VFU6USBaw","Tricia",81,13,11,3,7,4.23
"1904","RFXcKWIaGsqFWK6WJbkl4g","Rick",253,16,21,13,3,3.7
"1905","0ltgWEg8_n8BMmul-ETa4Q","Lindsay",323,7,1,0,15,3.84
"1906","yDirjgppPDkY2Bv60ok6bA","Hannah",62,0,0,0,3,3.3
"1907","kyU1ILFbUzd3CYa7s7IUIw","Dan",9,0,0,0,0,4.33
"1908","Jaka3-Vl4hqUHVd3QHx21Q","S",4,4,0,0,0,2
"1909","4dmNDdBwuZOhL8WxxaPQJg","Paul",19,2,0,0,0,3.58
"1910","yXT8ZIJqDAmUnkm6ABp-LA","Bill",16,0,2,0,0,3.5
"1911","a9_8Ulr6ZUaqtB-LTaq_XQ","Carmen",1,0,0,0,0,1
"1912","HdEQJq4NlnrgYcdCHp-o0w","Sarah",5,1,0,0,0,3.4
"1913","NAWjmX891OWzqBCUL9jOyQ","na",25,0,0,0,0,4.12
"1914","o5KouXRE3bvoR_iuq-cU3A","Catherine",9,0,0,0,0,4.11
"1915","fQ_5rf9Wzf99baDCbFgy4Q","Rebecca",2,0,0,0,0,4.5
"1916","9gBTDjP-yTtCDZcOZJRfGQ","April",3,0,0,0,0,4
"1917","oOZKgzp3O4seLdembqrNtg","Thomas",33,3,0,0,1,2.51
"1918","L241w8OPXEY6RIJzzBw5FA","Alaina",11,0,0,0,0,2.91
"1919","M-0NNNhxFeWE9IUk_B20_g","John",12,0,4,1,0,5
"1920","WMaGQc3MoES5O4FCw3TuRg","J",40,3,0,0,1,3.69
"1921","fU3SddKPMW0c_knl__nQ7A","M",4,0,0,0,0,4.2
"1922","QbEvJaHxU_RLp7FOQ0TtYQ","Todd",2,0,0,0,1,3.67
"1923","16rTCLj0CtCL7mgt1NHvWA","Joseph",3,3,1,3,0,3
"1924","xAqH5NwMRRyTXmclvzxcFg","Kyle",27,2,1,2,0,3.14
"1925","F6ruXY_B2DoQ8o3_nDcx9w","Cici",40,1,0,0,0,3.53
"1926","8zsRWdHBf3eXD2xsJUsOeA","David",4,0,0,0,0,5
"1927","w6-npwvst9l0-89A1qceHA","Ingrid",3,0,0,0,0,3.67
"1928","lOYFSSwyylAPt5FzzkgI8w","Mike",1,1,0,0,0,1.5
"1929","ajvHpuuNd_estFjJF9nL0g","Mayla",4,1,0,0,1,4.75
"1930","8vYreSavQ9UHiuDXInJZXw","Luke",7,0,0,0,0,4.14
"1931","Nu28OTDfx3Icb9LxrL2zvg","B",15,2,1,3,0,4.4
"1932","UQ0P33KCaPOgHx460xhshw","coyote",34,12,0,0,0,3.1
"1933","eiSjlC2DhVvwUhgRU3zrjQ","Adam",12,0,0,0,1,3.46
"1934","XxAUC5m7QFUK89Zx4JyGWw","",21,0,0,0,0,4.33
"1935","LHSEUDFqjN586JugPbm5vw","Stopher",4,0,0,0,0,2.5
"1936","9Sx32_-3hAP0v6XnshBG0A","Debbie",4,6,0,0,0,4.25
"1937","EwTVR0ajPNdVBnxkHodRGA","flash1",4,0,0,0,0,3
"1938","zscEkVS2prxWxTh7w11Y-Q","Jennifer",9,0,0,0,0,4.33
"1939","kxw-pxwJ0ISbXnLmjejX1Q","M.C.",3,0,0,0,0,5
"1940","qWN2yT6K-L1WjLlYUrSNjQ","Pat",3,0,0,0,0,4.33
"1941","9_qal4GKcnjLcq4eEkYrTQ","Mark",3,0,0,0,0,5
"1942","Ve_g9xpnmhrbp0BOY_7bNw","Terry",2,0,0,0,0,5
"1943","n6pQl6llUd3o8ZrFnQaxfw","Katie",1,0,0,0,0,4
"1944","PZTUhuw7I-f5wHusR-mZbQ","G",5,0,0,0,0,4.8
"1945","zqj61PM-AZEDA1vf9DDrTg","Crafty",2,0,0,0,0,5
"1946","PWzBuifEwff_iMZyuB6NZQ","Bell",4,0,0,0,0,5
"1947","-kUrBKsbQ5GwI9-BIdVP5g","Neil",8,0,0,0,0,1.25
"1948","z3dV5MYWWxBRMr70gQqhFQ","Jay",8,1,0,1,0,3
"1949","QghVrWnEWPO7rtWfr0gviQ","Allan",14,0,0,0,0,3.81
"1950","uFJimvpUuilhsjaC8ECELA","Ruth",1,1,0,0,0,5
"1951","4ToLQXZxDPcEoyF0hE4_Sw","gantzv",9,0,0,0,0,3
"1952","xBI7vD5GyHwGIF0ulHk5pA","matthew",7,0,0,0,0,3.63
"1953","RgyNsGhH3m017P_-ll6tlQ","Kristi",5,1,0,0,0,5
"1954","7BT9J9gmv3GsesY7Ju7pXA","Patsie",7,0,0,0,0,3.88
"1955","Jah2r069M9B-nMika8uXaw","Nhan-Tri",4,0,0,0,0,2.5
"1956","Kmm7ZH3hKPdg8LgxjENNSg","Keith",10,0,0,0,0,3.8
"1957","xx5u2JtXDIozPwGAYuikIA","Jennifer",3,0,0,0,0,1
"1958","oiXpM84n-YuTL3kHU6NRsQ","cha",0,0,0,0,0,3.72
"1959","sas0MvlKJyUFw9DTe2gLkQ","Kirsten",7,0,0,0,0,5
"1960","3PaHrlBQRU5jVIMLk1nX5Q","Helena",7,1,0,0,0,4.86
"1961","NGHeP-1ehC1Z_UZ51C-m2w","ay",61,0,0,0,0,4.82
"1962","oN9H6oCsAjt04v67f6I7IQ","kristi",9,0,0,0,0,4.56
"1963","4Hfbdi5FuT70qJxvmMLUfw","Fun",1,0,0,0,0,1
"1964","i-00URm_0-4VPVCH3cbkrQ","Soraqa",4,2,1,0,0,5
"1965","wsaJPe4ABtrbu1c1DqsrgQ","NetterG",0,0,0,0,0,3.66
"1966","elriUQCwkixKQdSwSOJw-g","Karen",1,1,0,0,0,2
"1967","gVpTb_4kmgRzAZhJe8lAPg","Amanda",1,0,0,0,0,5
"1968","CxHfX1Iz5x0fbyhRIiY7ng","Anino",78,27,29,15,3,3.84
"1969","xZgbvWE-fF0QEv3k8FwRuw","Rafael",290,462,205,251,14,3.48
"1970","NqfPp--F2l2j6vPwp5XdzQ","Savannah",32,10,2,2,0,3.58
"1971","ncSUgmfdpxowEb3J2f1L5A","Cara",82,46,0,3,3,4.59
"1972","bMdlxWIB_iq_qnPD2a0_Wg","Alana",10,0,1,1,6,4.5
"1973","vEtrZBv2XFIPx52UBoVHsw","Jewels",62,42,4,2,1,2.97
"1974","aoyx24jVU1sUtRNkfoZvjA","Michelle",3,13,0,0,0,4.67
"1975","fv7ICwPestreuE5WeW-jOg","Jessica",32,5,2,0,1,3.94
"1976","NU5BRWon9nNe4kJYi3Y4Lg","Funky",4,5,2,2,0,3.75
"1977","f8Bd1gr7glnnonDzWiyw1A","Zhao",44,4,11,2,5,3.91
"1978","E5HuudDfM3K8CXnSB0NOUA","Al",56,1,0,0,2,3.7
"1979","3AxAep0OMmy_LgidsYMdog","Rosemary Silu",28,8,5,3,1,4.21
"1980","wbAnJpZ0Lmj3LeXg4pmq_w","ELIZABETH",112,47,24,26,10,3.63
"1981","VfZ62dxri2CxsSBXgrzqsg","Amber",271,1221,216,186,15,3.97
"1982","oqrkET25-S3LZK7OMuOUyg","Stefany",55,4,3,1,4,3.29
"1983","-C1axHDk0GJCiaKvsNR3eA","Mike",212,199,56,56,23,3.49
"1984","fDc8jm1KheUugqRLjj-2BA","Event",139,3,1,1,1,3.28
"1985","LURC3E0DoXYgN9aYTF3XOg","Blythe",287,36,6,4,12,3.73
"1986","vbHlFP0Orx1mM5-uBqzYFg","Pamela",210,33,7,6,9,3.98
"1987","sLTvEeCGc-6FIQ_NqWFxIw","Treana",42,5,0,0,0,4.12
"1988","_ijx1PqANQVFLGNWCibdig","Ursula",250,20,1,0,27,3.31
"1989","Nr2uHirba5WNcG0vOXoVDA","Val",310,1328,185,350,52,3.6
"1990","Hg2gYBV5N_TJYreh8kt-vg","Sean",11,2,0,0,1,2.92
"1991","u8zvqM32R2rmpcuK8N4Whw","Yelper",16,1,0,0,0,3.38
"1992","s2okEub8ShqIpD5b68GSWQ","Jeff",51,4,3,0,3,3.79
"1993","NgavU49JWmusG2BjfqNdaw","Kristin",61,8,0,0,3,4.13
"1994","A4CH255oFsx-EDhRBwsaVg","Jess",67,5,1,0,2,4.05
"1995","C-0OLrY2764qNytdVq5TDA","Dave",6,4,2,1,0,4.17
"1996","KALFqsKmnRL6oyxlwd10bQ","John",87,1,1,2,5,3.24
"1997","oLvvHzYolS50hH0Ch5vGHA","Robert",5,6,7,3,0,4.8
"1998","VhKkpPull9el2raDj5-_bA","Cassandra",14,3,0,0,0,4.14
"1999","omZROZXDaIOABDowFxJNLg","Maude",3,0,0,0,0,4
"2000","3_DZs7oxgQzuC9pkKnkiIg","Lacee",37,54,29,27,0,3.92
"2001","396srm0Kn4gdjRQ1-aPrmQ","Sean",62,15,14,9,3,3.77
"2002","EWxqaNMqkpYZS7SPD_yfRg","Aron",6,1,0,0,0,3.71
"2003","w0YPNwGofPGUEIlsQSRx0Q","Darin",10,6,0,0,1,3.9
"2004","zBSDZu9Cfk7Nxd1tlwHblw","Stephen",39,20,6,4,0,2.96
"2005","5fqHDnZYDODFOitqFzf0Ag","Jennie",107,48,19,7,1,3.69
"2006","BMmtD4a2uTyFxDJ2qHUbSw","Dardana",153,1,4,5,11,3.62
"2007","e5rNVyrRWmX8GaukBd1UrA","Ryan",4,0,0,0,0,5
"2008","eUmNPp59nHbkk7qcCktGZw","Briana",10,1,2,1,0,2.8
"2009","T0hJx6-xay3sreFWCruwpQ","Tara",12,0,0,1,0,5
"2010","N0qq4upibIRvLzE2SzVPtQ","Jennifer",375,211,66,144,43,3.69
"2011","ULgXqB_bArS3uN4Qo_KvZQ","Albert",99,57,33,4,5,3.57
"2012","r3ov7FgibBx41_W74I1KiA","Pauly",259,388,297,312,93,3.49
"2013","h4o8e_Xbca2kXQO_vzOqgg","Lily",718,3122,2673,2458,150,3.97
"2014","_t0_4vxsbyjfJRM2eNncrw","Dennis",38,24,10,3,4,4.31
"2015","rcU7ysY41qGppbw4pQgjqg","Damien",1551,11499,4969,9346,613,3.84
"2016","YCOwZztY3w6KbmlETuHm4A","Wayne",671,2508,245,926,32,3.52
"2017","FArIEoSKbCcVqWc2eWNFXA","Caroline",1052,1862,2374,2223,56,3.7
"2018","rKkpHJkJ27xOwnhy_bMkvA","Teri",787,840,643,767,42,3.56
"2019","WjWZy3PBzWAkvOfIDn_McA","Vina",393,193,127,34,48,3.82
"2020","rMxN0I52AJVBxue4tdAzlw","Joe",15,0,0,0,1,4.81
"2021","QDlW-vc4YW0gw5MWRN_5dg","Carly",280,1509,554,992,92,3.85
"2022","JESXha96oj46ilkzXzn7mQ","Olga",131,116,35,19,9,3.25
"2023","g-fnzGehQxZnTe-YdB5F_Q","marcus",29,68,0,3,4,4.07
"2024","m-BZLIIh5PCAKnzH0qj_0Q","Sheila",626,298,141,132,50,3.66
"2025","IXSTfBSe56Z0RvYg4Cfn2w","Lisa",348,1557,1157,1289,24,3.49
"2026","QVGpwHZXsGOgHmp8w-ipvw","Chelsey",181,523,9,36,14,4.26
"2027","aKhv49qQ1A1MDvGZ-cVh7Q","Eric",504,175,51,121,52,3.83
"2028","-1Eu-fym0JHDzU8dVYPUuw","Phill",1,0,0,0,0,1
"2029","HMJXDWtW-EmZe9ZGKx2PdQ","Anne Marie",214,138,47,15,11,3.49
"2030","MNbAfA4hB52u20fZMM4laA","Kristy",34,17,1,0,0,4.22
"2031","ys-6BWxpS1BpUkHZA9oLqQ","Vivian",98,23,8,13,5,3.64
"2032","qD51vvp5Zf5DgPEGy7yfDQ","Marsha",1068,6341,4311,7199,141,3.73
"2033","l-TGsgKkBa5KMpG9Qc78eA","Sarah",12,50,9,14,2,3.64
"2034","QUyL94Qo0jzf46GCRXJQ-g","Brandi",13,4,3,0,0,3.81
"2035","MIjb1soG57hnqIfr6UB5gw","Deser",1,0,0,0,0,5
"2036","H_OWG9ynIh5jcwhnWMUCpg","Liz",2,0,0,0,0,5
"2037","bZKlLdy7czsgZuUwePjzhg","sasc",4,0,0,0,0,4.25
"2038","8Hq1T1GoZOibKAeJfEhwLg","J.",2,0,0,0,0,2.5
"2039","38TKYeq0W2LExWKxts8LIQ","un",10,0,0,0,0,2.9
"2040","mJI3j2T0d4evnz52RuldtA","Bob",1,0,0,0,0,5
"2041","DK9eq2zjoESaXpXK7zZIUw","Joan",158,474,348,456,7,4.42
"2042","WVTxk0-DxPKJ7TckvUx_dA","Yentl",115,37,10,2,9,3.65
"2043","43EVsuuxe3ixW-o4vz_o0A","J",20,0,0,0,0,3.05
"2044","NHY10VfJ_0mDnL59B1R7Ww","Valauna",32,4,0,5,0,4.34
"2045","yHaKyHVTuOZiWPKj7nqiPQ","Jacqueline",141,20,16,2,1,2.87
"2046","Bb9b9j0DRF5VLEDdEQ-tEQ","Gary",90,16,2,1,0,3.42
"2047","VHhEysRVEdx3Jl1WzAdpzQ","Natalie",14,23,7,3,0,4.43
"2048","4fYVFlntFi0YIFiYhEaQXQ","Marie",107,40,16,28,9,4.11
"2049","W4ZuWztx47aiksyYPUMYDw","Natasha",155,195,87,60,13,4.19
"2050","F24lqtTKnW75hEJEs1fwgA","Pete",9,1,0,0,0,3.11
"2051","DpPGw8LfhRf7wynAD8v4IQ","Samir",12,5,2,0,1,4.08
"2052","rujjI-IOU634pmhCrQOQfg","Thomas",47,6,1,2,9,3.6
"2053","F36wFVC5rh6Hd7yEJ0GaMw","Kiersten",20,9,3,2,4,3.8
"2054","6suHPeloQLnwco0hBxk02w","Courtney",17,0,0,0,0,3.61
"2055","5YmebJqh7Wd-g3Bh4-vvmA","Gretchen",77,59,24,37,7,3.65
"2056","wQ0sfn7h5n99Hhpbyg-TYA","Scott",134,64,33,1,9,2.28
"2057","lw_kTlSGZTA2OipQxV1b_Q","Sheri",2,0,0,0,0,3.5
"2058","0Chi_CzoTmkw1NvZg0sksg","Jennifer",652,776,764,772,67,3.82
"2059","ycDF-WdO5237mmxZsDI2nA","Brant",38,1,1,0,1,4.21
"2060","9INVUJ_WnZY1hBD8_bWAYw","R.C.",71,7,1,0,4,3.58
"2061","JEv6v7_ViFa5N6WNbJRlhg","Delaney",28,7,1,0,0,4
"2062","p4F2f_ecxPZ_uJyeLRlhYA","Serenity",2,0,0,2,0,1
"2063","lQLRKfqwQEf0tGe9N9XSbw","Wendy",1,0,0,0,0,5
"2064","L0gnnLGy0uLIoUFH8KXILQ","Natasha",12,7,1,0,1,4.08
